shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
r6261200,46.04950,13.19030,1
r6261200,46.04910,13.19170,2
r6261200,46.04890,13.19230,3
r6261200,46.04880,13.19250,4
r6261200,46.04870,13.19300,5
r6261200,46.04870,13.19300,6
r6261200,46.04860,13.19330,7
r6261200,46.04860,13.19330,8
r6261200,46.04860,13.19340,9
r6261200,46.04830,13.19410,10
r6261200,46.04770,13.19590,11
r6261200,46.04750,13.19680,12
r6261200,46.04730,13.19730,13
r6261200,46.04710,13.19800,14
r6261200,46.04710,13.19800,15
r6261200,46.04770,13.19910,16
r6261200,46.04830,13.20060,17
r6261200,46.04840,13.20090,18
r6261200,46.04890,13.20190,19
r6261200,46.04890,13.20200,20
r6261200,46.04890,13.20200,21
r6261200,46.04910,13.20260,22
r6261200,46.04920,13.20270,23
r6261200,46.04920,13.20270,24
r6261200,46.04930,13.20310,25
r6261200,46.04930,13.20310,26
r6261200,46.04940,13.20310,27
r6261200,46.04940,13.20310,28
r6261200,46.04960,13.20360,29
r6261200,46.04960,13.20360,30
r6261200,46.04990,13.20430,31
r6261200,46.04990,13.20430,32
r6261200,46.04990,13.20450,33
r6261200,46.04990,13.20450,34
r6261200,46.05020,13.20510,35
r6261200,46.05020,13.20510,36
r6261200,46.05040,13.20560,37
r6261200,46.05040,13.20560,38
r6261200,46.05090,13.20670,39
r6261200,46.05090,13.20670,40
r6261200,46.05110,13.20720,41
r6261200,46.05110,13.20720,42
r6261200,46.05120,13.20740,43
r6261200,46.05130,13.20770,44
r6261200,46.05200,13.20930,45
r6261200,46.05200,13.20930,46
r6261200,46.05420,13.21450,47
r6261200,46.05420,13.21450,48
r6261200,46.05620,13.21900,49
r6261200,46.05720,13.22130,50
r6261200,46.05720,13.22130,51
r6261200,46.05820,13.22370,52
r6261200,46.06000,13.22790,53
r6261200,46.06000,13.22810,54
r6261200,46.06010,13.22820,55
r6261200,46.06010,13.22830,56
r6261200,46.06010,13.22830,57
r6261200,46.06000,13.22840,58
r6261200,46.06000,13.22850,59
r6261200,46.06000,13.22850,60
r6261200,46.06000,13.22870,61
r6261200,46.06000,13.22870,62
r6261200,46.06010,13.22880,63
r6261200,46.06010,13.22890,64
r6261200,46.06010,13.22890,65
r6261200,46.06020,13.22900,66
r6261200,46.06030,13.22900,67
r6261200,46.06040,13.22910,68
r6261200,46.06050,13.22920,69
r6261200,46.06050,13.22940,70
r6261200,46.06160,13.23210,71
r6261200,46.06150,13.23190,72
r6261200,46.06140,13.23170,73
r6261200,46.06140,13.23160,74
r6261200,46.06130,13.23140,75
r6261200,46.06120,13.23110,76
r6261200,46.06110,13.23090,77
r6261200,46.06100,13.23050,78
r6261200,46.06080,13.23010,79
r6261200,46.06070,13.22990,80
r6261200,46.06070,13.22980,81
r6261200,46.06060,13.22940,82
r6261200,46.06050,13.22940,83
r6261200,46.06160,13.23210,84
r6261200,46.06170,13.23230,85
r6261200,46.06170,13.23240,86
r6261200,46.06170,13.23280,87
r6261200,46.06170,13.23280,88
r6261200,46.06140,13.23290,89
r6261200,46.06130,13.23290,90
r6261200,46.06110,13.23300,91
r6261200,46.06110,13.23300,92
r6261200,46.06080,13.23310,93
r6261200,46.06070,13.23310,94
r6261200,46.06050,13.23330,95
r6261200,46.06040,13.23330,96
r6261200,46.06030,13.23330,97
r6261200,46.06030,13.23330,98
r6261200,46.06020,13.23330,99
r6261200,46.06020,13.23340,100
r6261200,46.06020,13.23350,101
r6261200,46.06010,13.23360,102
r6261200,46.06010,13.23360,103
r6261200,46.06000,13.23350,104
r6261200,46.05980,13.23340,105
r6261200,46.05980,13.23340,106
r6261200,46.05970,13.23340,107
r6261200,46.05960,13.23340,108
r6261200,46.05950,13.23340,109
r6261200,46.05950,13.23340,110
r6261200,46.05940,13.23340,111
r6261200,46.05940,13.23350,112
r6261200,46.05930,13.23360,113
r6261200,46.05930,13.23360,114
r6261200,46.05930,13.23370,115
r6261200,46.05930,13.23390,116
r6261200,46.05930,13.23420,117
r6261200,46.05930,13.23460,118
r6261200,46.05930,13.23510,119
r6261200,46.05930,13.23540,120
r6261200,46.05930,13.23540,121
r6261200,46.05930,13.23590,122
r6261200,46.05930,13.23620,123
r6261200,46.05930,13.23620,124
r6261200,46.05930,13.23650,125
r6261200,46.05930,13.23670,126
r6261200,46.05940,13.23680,127
r6261200,46.05950,13.23710,128
r6261200,46.05880,13.23750,129
r6261200,46.05950,13.23710,130
r6261200,46.05780,13.23800,131
r6261200,46.05880,13.23750,132
r6261200,46.05770,13.23800,133
r6261200,46.05780,13.23800,134
r6261200,46.05760,13.23810,135
r6261200,46.05770,13.23800,136
r6261200,46.05770,13.23800,137
r6261200,46.05560,13.23910,138
r6261200,46.05570,13.23900,139
r6261200,46.05670,13.23850,140
r6261200,46.05760,13.23810,141
r6261200,46.05560,13.23910,142
r6261200,46.05560,13.23910,143
r6261200,46.05600,13.24050,144
r6261200,46.05600,13.24060,145
r6261200,46.05600,13.24060,146
r6261200,46.05600,13.24090,147
r6261200,46.05610,13.24130,148
r6261200,46.05610,13.24130,149
r6261200,46.05600,13.24150,150
r6261200,46.05610,13.24180,151
r6261200,46.05620,13.24210,152
r6261200,46.05620,13.24210,153
r6261200,46.05630,13.24210,154
r6261200,46.05630,13.24210,155
r6261200,46.05630,13.24220,156
r6261200,46.05650,13.24290,157
r6261200,46.05650,13.24310,158
